id,attack_cat
534,Exploits
535,Exploits
536,Reconnaissance
537,Exploits
538,Exploits
539,Fuzzers
540,Exploits
541,Exploits
542,Exploits
543,Exploits
544,Exploits
545,Exploits
546,Exploits
547,Exploits
548,Exploits
549,Fuzzers
550,Exploits
551,Normal
552,Reconnaissance
553,Exploits
554,Exploits
555,Exploits
556,Exploits
557,Exploits
558,Exploits
559,Reconnaissance
560,Exploits
561,Exploits
562,Exploits
563,Exploits
564,Normal
565,Exploits
566,Exploits
567,Exploits
568,Exploits
569,Reconnaissance
570,Exploits
571,Exploits
572,Exploits
573,Exploits
574,Exploits
575,Exploits
576,Exploits
577,Exploits
578,Exploits
579,Generic
580,Exploits
581,Exploits
582,Exploits
583,Fuzzers
584,Exploits
585,Exploits
586,Exploits
587,Exploits
588,Exploits
589,Exploits
590,Exploits
591,Exploits
592,Exploits
593,Exploits
594,Exploits
595,Exploits
596,Exploits
597,Exploits
598,Exploits
599,Exploits
600,Normal
601,Exploits
602,Exploits
603,Exploits
604,Exploits
605,Exploits
606,Exploits
607,Exploits
608,Exploits
609,Exploits
610,Exploits
611,DoS
612,Exploits
613,Exploits
614,Exploits
615,Exploits
616,Exploits
617,Exploits
618,Normal
619,Exploits
620,Exploits
621,Exploits
622,Exploits
623,Exploits
624,Exploits
625,Exploits
626,Exploits
627,Exploits
628,Exploits
629,Exploits
630,Generic
631,Exploits
632,Exploits
633,Exploits
634,Exploits
635,Exploits
636,Exploits
637,Exploits
638,Exploits
639,Exploits
640,Normal
641,Exploits
642,Exploits
643,Exploits
644,Exploits
645,Exploits
646,Normal
647,Exploits
648,Exploits
649,Exploits
650,Exploits
651,Exploits
652,Exploits
653,Exploits
654,Exploits
655,Exploits
656,Exploits
657,Exploits
658,Exploits
659,Exploits
660,Exploits
661,Exploits
662,Exploits
663,Exploits
664,Exploits
665,Exploits
666,Exploits
667,Exploits
668,Exploits
669,Normal
670,Exploits
671,Exploits
672,Exploits
673,Exploits
674,Exploits
675,Exploits
676,Exploits
677,Exploits
678,Exploits
679,Exploits
680,Exploits
681,Exploits
682,Exploits
683,Exploits
684,Exploits
685,Exploits
686,Exploits
687,Exploits
688,Exploits
689,Exploits
690,Exploits
691,Exploits
692,Exploits
693,Generic
694,Exploits
695,Exploits
696,Exploits
697,Exploits
698,Exploits
699,Exploits
700,Exploits
701,Exploits
702,Exploits
703,Exploits
704,Exploits
705,Exploits
706,Exploits
707,Exploits
708,Exploits
709,Exploits
710,Exploits
711,Exploits
712,Exploits
713,Exploits
714,Exploits
715,Generic
716,Exploits
717,Exploits
718,Exploits
719,Exploits
720,Exploits
721,Exploits
722,Exploits
723,Exploits
724,Exploits
725,Exploits
726,Exploits
727,Exploits
728,Fuzzers
729,Exploits
730,Generic
731,Exploits
732,Exploits
733,Exploits
734,Exploits
735,Exploits
736,Exploits
737,DoS
738,Exploits
739,Exploits
740,Exploits
741,Exploits
742,Exploits
743,DoS
744,Exploits
745,Exploits
746,Exploits
747,Exploits
748,Exploits
749,Exploits
750,Exploits
751,Normal
752,Exploits
753,Exploits
754,Exploits
755,Exploits
756,Exploits
757,Exploits
758,Exploits
759,Exploits
760,Exploits
761,Exploits
762,Exploits
763,Exploits
764,Exploits
765,Exploits
766,Exploits
767,Exploits
768,Exploits
769,Exploits
770,Exploits
771,Exploits
772,Exploits
773,Exploits
774,Exploits
775,Exploits
776,Exploits
777,Exploits
778,Exploits
779,Exploits
780,Exploits
781,Exploits
782,Exploits
783,Exploits
784,Exploits
785,Exploits
786,Exploits
787,Exploits
788,Exploits
789,Exploits
790,Exploits
791,Exploits
792,Exploits
793,Normal
794,Exploits
795,Exploits
796,Exploits
797,Normal
798,Exploits
799,Exploits
800,Exploits
801,Exploits
802,Exploits
803,Exploits
804,Exploits
805,Exploits
806,Exploits
807,Exploits
808,Exploits
809,Normal
810,Exploits
811,Exploits
812,Exploits
813,Fuzzers
814,Normal
815,Exploits
816,Exploits
817,Exploits
818,Exploits
819,Exploits
820,Exploits
821,Exploits
822,Exploits
823,Exploits
824,Exploits
825,Exploits
826,Exploits
827,Exploits
828,Exploits
829,Exploits
830,Exploits
831,Exploits
832,Exploits
833,Exploits
834,Exploits
835,Normal
836,Exploits
837,Exploits
838,Exploits
839,Exploits
840,Exploits
841,Exploits
842,Normal
843,Exploits
844,Exploits
845,Exploits
846,Exploits
847,Normal
848,Exploits
849,Exploits
850,Normal
851,Exploits
852,Exploits
853,Normal
854,Exploits
855,Exploits
856,Exploits
857,Exploits
858,DoS
859,Exploits
860,Normal
861,Exploits
862,Exploits
863,Exploits
864,Exploits
865,Exploits
866,Exploits
867,DoS
868,Exploits
869,Exploits
870,Exploits
871,Exploits
872,Exploits
873,Exploits
874,Exploits
875,Exploits
876,Exploits
877,Exploits
878,Exploits
879,Exploits
880,Exploits
881,Exploits
882,Exploits
883,Exploits
884,Exploits
885,Normal
886,Exploits
887,Normal
888,Exploits
889,Exploits
890,Exploits
891,Exploits
892,Exploits
893,Exploits
894,Exploits
895,Exploits
896,Exploits
897,Exploits
898,Exploits
899,Exploits
900,Exploits
901,Exploits
902,Exploits
903,Exploits
904,Exploits
905,Exploits
906,Exploits
907,Exploits
908,Exploits
909,Exploits
910,Exploits
911,Exploits
912,Exploits
913,Exploits
914,Exploits
915,Exploits
916,Exploits
917,Exploits
918,Exploits
919,Exploits
920,Normal
921,Exploits
922,Exploits
923,Exploits
924,Fuzzers
925,Generic
926,Exploits
927,Exploits
928,Exploits
929,Exploits
930,Exploits
931,Analysis
932,Exploits
933,Normal
934,Exploits
935,Exploits
936,Exploits
937,Exploits
938,Generic
939,Exploits
940,Exploits
941,Exploits
942,Exploits
943,Exploits
944,Exploits
945,Exploits
946,Exploits
947,Exploits
948,Exploits
949,Exploits
950,Exploits
951,Exploits
952,Exploits
953,Exploits
954,Normal
955,Exploits
956,Exploits
957,Exploits
958,Exploits
959,Exploits
960,Exploits
961,Exploits
962,Exploits
963,Exploits
964,Exploits
965,Exploits
966,Exploits
967,Exploits
968,Exploits
969,Exploits
970,Exploits
971,Generic
972,Generic
973,Exploits
974,Exploits
975,Exploits
976,Exploits
977,Generic
978,Generic
979,Exploits
980,Exploits
981,Exploits
982,Exploits
983,Exploits
984,Exploits
985,Exploits
986,Exploits
987,Exploits
988,Exploits
989,Exploits
990,Exploits
991,Exploits
992,Exploits
993,Exploits
994,Exploits
995,Exploits
996,Exploits
997,Exploits
998,Exploits
999,Exploits
1000,Exploits
1001,Exploits
1002,Normal
1003,Exploits
1004,Normal
1005,Exploits
1006,Exploits
1007,Exploits
1008,Exploits
1009,Exploits
1010,Exploits
1011,Exploits
1012,Exploits
1013,Exploits
1014,Exploits
1015,Exploits
1016,Exploits
1017,Exploits
1018,Exploits
1019,Fuzzers
1020,Exploits
1021,Exploits
1022,Exploits
1023,Normal
1024,Exploits
1025,Exploits
1026,Normal
1027,Exploits
1028,Exploits
1029,Exploits
1030,Exploits
1031,Exploits
1032,Exploits
1033,Exploits
1034,Exploits
1035,Exploits
1036,Exploits
1037,Exploits
1038,Exploits
1039,Exploits
1040,Exploits
1041,Exploits
1042,Exploits
1043,Exploits
1044,Exploits
1045,Exploits
1046,Exploits
1047,Exploits
1048,Exploits
1049,Reconnaissance
1050,Exploits
1051,Exploits
1052,Exploits
1053,Exploits
1054,Normal
1055,DoS
1056,Exploits
1057,Exploits
1058,Exploits
1059,Exploits
1060,Exploits
1061,Exploits
1062,Exploits
1063,Exploits
1064,Exploits
1065,Exploits
1066,Exploits
1067,Exploits
1068,Exploits
1069,Exploits
1070,Exploits
1071,Exploits
1072,Exploits
1073,Exploits
1074,Exploits
1075,Exploits
1076,Exploits
1077,Exploits
1078,Exploits
1079,Exploits
1080,Exploits
1081,Exploits
1082,Exploits
1083,Exploits
1084,Exploits
1085,Exploits
1086,Exploits
1087,Exploits
1088,Exploits
1089,Exploits
1090,Exploits
1091,Exploits
1092,Exploits
1093,Exploits
1094,Exploits
1095,Exploits
1096,Exploits
1097,Exploits
1098,Exploits
1099,Exploits
1100,Exploits
1101,Exploits
1102,Exploits
1103,Exploits
1104,Exploits
1105,Exploits
1106,Exploits
1107,Exploits
1108,Fuzzers
1109,Exploits
1110,Exploits
1111,Exploits
1112,Exploits
1113,Exploits
1114,Exploits
1115,Exploits
1116,Exploits
1117,Exploits
1118,Exploits
1119,Exploits
1120,Exploits
1121,Exploits
1122,Exploits
1123,Exploits
1124,Exploits
1125,Exploits
1126,Exploits
1127,Exploits
1128,Exploits
1129,Exploits
1130,Exploits
1131,Generic
1132,Exploits
1133,Exploits
1134,Fuzzers
1135,Exploits
1136,Exploits
1137,Exploits
1138,Exploits
1139,Exploits
1140,Exploits
1141,Exploits
1142,Exploits
1143,Exploits
1144,Exploits
1145,Exploits
1146,Exploits
1147,Exploits
1148,Exploits
1149,Exploits
1150,Exploits
1151,Exploits
1152,Exploits
1153,Exploits
1154,Exploits
1155,Exploits
1156,Exploits
1157,Exploits
1158,Exploits
1159,Exploits
1160,Generic
1161,Reconnaissance
1162,Generic
1163,Exploits
1164,Exploits
1165,Exploits
1166,Exploits
1167,Exploits
1168,Exploits
1169,Exploits
1170,Exploits
1171,Exploits
1172,Exploits
1173,Exploits
1174,Exploits
1175,Exploits
1176,Exploits
1177,Exploits
1178,Exploits
1179,Exploits
1180,Exploits
1181,Exploits
1182,Exploits
1183,Exploits
1184,Normal
1185,Exploits
1186,Exploits
1187,Exploits
1188,Exploits
1189,Generic
1190,Exploits
1191,Exploits
1192,Exploits
1193,Exploits
1194,Exploits
1195,Exploits
1196,Exploits
1197,Exploits
1198,Normal
1199,Normal
1200,Exploits
1201,Exploits
1202,Exploits
1203,Exploits
1204,Exploits
1205,Normal
1206,Exploits
1207,Exploits
1208,Exploits
1209,Exploits
1210,Exploits
1211,Exploits
1212,Exploits
1213,Exploits
1214,Exploits
1215,Exploits
1216,Exploits
1217,Exploits
1218,Exploits
1219,Exploits
1220,Exploits
1221,Exploits
1222,Exploits
1223,Fuzzers
1224,Exploits
1225,Exploits
1226,Exploits
1227,Exploits
1228,Exploits
1229,Generic
1230,Exploits
1231,Exploits
1232,Exploits
1233,Exploits
1234,Exploits
1235,Exploits
1236,Exploits
1237,Exploits
1238,Exploits
1239,Exploits
1240,Exploits
1241,Exploits
1242,Exploits
1243,Exploits
1244,Exploits
1245,Exploits
1246,Exploits
1247,Exploits
1248,Exploits
1249,Exploits
1250,Exploits
1251,Exploits
1252,Exploits
1253,Exploits
1254,Exploits
1255,Exploits
1256,Exploits
1257,Exploits
1258,Exploits
1259,Exploits
1260,Exploits
1261,Exploits
1262,Exploits
1263,Exploits
1264,Exploits
1265,Exploits
1266,Exploits
1267,Normal
1268,Normal
1269,Exploits
1270,Exploits
1271,Exploits
1272,Exploits
1273,Exploits
1274,Exploits
1275,Exploits
1276,Exploits
1277,Exploits
1278,Exploits
1279,Exploits
1280,Exploits
1281,Exploits
1282,Exploits
1283,Exploits
1284,Exploits
1285,Exploits
1286,Exploits
1287,Fuzzers
1288,Exploits
1289,Exploits
1290,DoS
1291,Generic
1292,Exploits
1293,Exploits
1294,Exploits
1295,Exploits
1296,DoS
1297,Exploits
1298,Exploits
1299,Exploits
1300,Exploits
1301,Exploits
1302,Exploits
1303,Exploits
1304,Exploits
1305,Exploits
1306,Exploits
1307,Exploits
1308,Exploits
1309,Exploits
1310,Exploits
1311,Exploits
1312,Exploits
1313,Exploits
1314,Reconnaissance
1315,Exploits
1316,Generic
1317,Exploits
1318,Exploits
1319,Exploits
1320,Exploits
1321,Exploits
1322,Normal
1323,Exploits
1324,Exploits
1325,Exploits
1326,Exploits
1327,Exploits
1328,Exploits
1329,Exploits
1330,Exploits
1331,DoS
1332,Exploits
1333,Exploits
1334,Exploits
1335,Exploits
1336,Exploits
1337,DoS
1338,Exploits
1339,Exploits
1340,Exploits
1341,Exploits
1342,Exploits
1343,Exploits
1344,Exploits
1345,Normal
1346,Exploits
1347,Exploits
1348,Exploits
1349,Exploits
1350,Exploits
1351,Exploits
1352,Exploits
1353,Exploits
1354,Exploits
1355,Exploits
1356,Exploits
1357,Generic
1358,Exploits
1359,Exploits
1360,Reconnaissance
1361,Normal
1362,Exploits
1363,Exploits
1364,Exploits
1365,Exploits
1366,Exploits
1367,Exploits
1368,Exploits
1369,Exploits
1370,Exploits
1371,Exploits
1372,Exploits
1373,Exploits
1374,Exploits
1375,Exploits
1376,Exploits
1377,Exploits
1378,Exploits
1379,Exploits
1380,Exploits
1381,Exploits
1382,Normal
1383,Exploits
1384,Exploits
1385,Exploits
1386,Exploits
1387,Exploits
1388,Normal
1389,Exploits
1390,Exploits
1391,Exploits
1392,DoS
1393,Exploits
1394,Exploits
1395,Exploits
1396,Exploits
1397,Exploits
1398,Normal
1399,Reconnaissance
1400,Exploits
1401,Exploits
1402,Normal
1403,Generic
1404,Exploits
1405,Exploits
1406,Exploits
1407,Exploits
1408,DoS
1409,Exploits
1410,Exploits
1411,Exploits
1412,Exploits
1413,Exploits
1414,Exploits
1415,Exploits
1416,Exploits
1417,Exploits
1418,Reconnaissance
1419,Exploits
1420,Exploits
1421,Exploits
1422,Generic
1423,Exploits
1424,Exploits
1425,Fuzzers
1426,Exploits
1427,Exploits
1428,Normal
1429,Exploits
1430,Exploits
1431,Generic
1432,Generic
1433,Exploits
1434,Exploits
1435,Exploits
1436,Reconnaissance
1437,DoS
1438,Exploits
1439,Exploits
1440,Exploits
1441,Exploits
1442,Exploits
1443,Exploits
1444,Exploits
1445,Normal
1446,Exploits
1447,Exploits
1448,Reconnaissance
1449,Exploits
1450,Normal
1451,Exploits
1452,Exploits
1453,Exploits
1454,Exploits
1455,Exploits
1456,Exploits
1457,Exploits
1458,Fuzzers
1459,Exploits
1460,Exploits
1461,Exploits
1462,Exploits
1463,Exploits
1464,Exploits
1465,Exploits
1466,Exploits
1467,Normal
1468,Exploits
1469,Normal
1470,Exploits
1471,Exploits
1472,Fuzzers
1473,Exploits
1474,Exploits
1475,Exploits
1476,Exploits
1477,Generic
1478,Exploits
1479,Exploits
1480,Exploits
1481,Exploits
1482,Exploits
1483,Exploits
1484,Exploits
1485,Exploits
1486,Exploits
1487,Exploits
1488,Exploits
1489,Exploits
1490,Exploits
1491,Exploits
1492,Exploits
1493,Exploits
1494,Exploits
1495,Exploits
1496,Exploits
1497,Exploits
1498,Exploits
1499,Exploits
1500,Exploits
1501,Exploits
1502,Exploits
1503,Exploits
1504,Exploits
1505,Exploits
1506,Exploits
1507,Exploits
1508,Exploits
1509,Exploits
1510,Exploits
1511,Exploits
1512,Exploits
1513,Exploits
1514,Exploits
1515,Exploits
1516,Exploits
1517,Exploits
1518,Exploits
1519,Exploits
1520,Exploits
1521,Exploits
1522,Exploits
1523,Exploits
1524,Exploits
1525,Exploits
1526,Exploits
1527,Exploits
1528,Exploits
1529,Exploits
1530,Exploits
1531,Exploits
1532,Exploits
1533,Exploits
1534,Generic
1535,Exploits
1536,Exploits
1537,Reconnaissance
1538,Exploits
1539,Exploits
1540,Exploits
1541,Exploits
1542,Exploits
1543,Exploits
1544,Normal
1545,Exploits
1546,Exploits
1547,Exploits
1548,Exploits
1549,Generic
1550,Exploits
1551,Exploits
1552,Exploits
1553,Exploits
1554,Exploits
1555,Normal
1556,Exploits
1557,Exploits
1558,Exploits
1559,Exploits
1560,Exploits
1561,Exploits
1562,DoS
1563,Exploits
1564,Normal
1565,Exploits
1566,Exploits
1567,Exploits
1568,Exploits
1569,Exploits
1570,Reconnaissance
1571,Exploits
1572,Exploits
1573,Exploits
1574,Exploits
1575,Exploits
1576,Exploits
1577,Exploits
1578,Exploits
1579,Exploits
1580,Normal
1581,Exploits
1582,Exploits
1583,Exploits
1584,Exploits
1585,Exploits
1586,Exploits
1587,Generic
1588,Exploits
1589,Exploits
1590,Exploits
1591,Reconnaissance
1592,Exploits
1593,Exploits
1594,Exploits
1595,Exploits
1596,Normal
1597,Exploits
1598,Generic
1599,Normal
1600,Exploits
1601,Exploits
1602,Exploits
1603,Exploits
1604,Exploits
1605,Exploits
1606,Normal
1607,Exploits
1608,DoS
1609,Exploits
1610,DoS
1611,Exploits
1612,Exploits
1613,Exploits
1614,Exploits
1615,Exploits
1616,Exploits
1617,Exploits
1618,Exploits
1619,Exploits
1620,Exploits
1621,Exploits
1622,Reconnaissance
1623,Exploits
1624,Exploits
1625,Exploits
1626,Exploits
1627,Exploits
1628,Exploits
1629,Exploits
1630,Exploits
1631,Exploits
1632,Exploits
1633,Exploits
1634,Generic
1635,Exploits
1636,Exploits
1637,Exploits
1638,Exploits
1639,Exploits
1640,Exploits
1641,Exploits
1642,Exploits
1643,Exploits
1644,Exploits
1645,Exploits
1646,Fuzzers
1647,Exploits
1648,Exploits
1649,Exploits
1650,Normal
1651,Exploits
1652,Exploits
1653,Exploits
1654,Exploits
1655,Exploits
1656,Exploits
1657,Exploits
1658,Exploits
1659,Normal
1660,Exploits
1661,Exploits
1662,Exploits
1663,Exploits
1664,Exploits
1665,Exploits
1666,Exploits
1667,Exploits
1668,Exploits
1669,Exploits
1670,Exploits
1671,Exploits
1672,Exploits
1673,Exploits
1674,Exploits
1675,Exploits
1676,Exploits
1677,Exploits
1678,Exploits
1679,Exploits
1680,Exploits
1681,Exploits
1682,Normal
1683,Exploits
1684,Exploits
1685,Normal
1686,Exploits
1687,Normal
1688,Exploits
1689,Exploits
1690,Exploits
1691,Exploits
1692,Exploits
1693,Exploits
1694,Reconnaissance
1695,Exploits
1696,Exploits
1697,Exploits
1698,Exploits
1699,Exploits
1700,Exploits
1701,Exploits
1702,Normal
1703,Exploits
1704,Exploits
1705,Normal
1706,Exploits
1707,Exploits
1708,Exploits
1709,Exploits
1710,Exploits
1711,Generic
1712,Exploits
1713,Exploits
1714,Exploits
1715,Normal
1716,Exploits
1717,Exploits
1718,Exploits
1719,Exploits
1720,Exploits
1721,Exploits
1722,Exploits
1723,Exploits
1724,Exploits
1725,Exploits
1726,Normal
1727,Exploits
1728,Exploits
1729,Exploits
1730,Reconnaissance
1731,Normal
1732,Exploits
1733,Exploits
1734,Exploits
1735,Exploits
1736,Exploits
1737,Exploits
1738,Exploits
1739,Exploits
1740,Exploits
1741,Exploits
1742,Exploits
1743,Exploits
1744,Generic
1745,Exploits
1746,Exploits
1747,Exploits
1748,Exploits
1749,Exploits
1750,Exploits
1751,Exploits
1752,Generic
1753,Exploits
1754,Exploits
1755,Generic
1756,Exploits
1757,Normal
1758,Exploits
1759,Exploits
1760,Exploits
1761,Exploits
1762,Exploits
1763,Exploits
1764,Exploits
1765,Exploits
1766,Exploits
1767,Exploits
1768,Exploits
1769,Exploits
1770,Exploits
1771,Exploits
1772,Exploits
1773,Exploits
1774,Exploits
1775,Exploits
1776,Exploits
1777,Exploits
1778,Exploits
1779,Exploits
1780,Fuzzers
1781,Exploits
1782,Exploits
1783,Exploits
1784,Exploits
1785,Exploits
1786,Exploits
1787,Exploits
1788,Exploits
1789,Exploits
1790,Exploits
1791,Exploits
1792,Exploits
1793,Exploits
1794,Exploits
1795,Exploits
1796,Exploits
1797,Exploits
1798,Exploits
1799,Exploits
1800,Exploits
1801,Exploits
1802,Exploits
1803,Exploits
1804,Normal
1805,Exploits
1806,Exploits
1807,Exploits
1808,Exploits
1809,Exploits
1810,Exploits
1811,Exploits
1812,Exploits
1813,Exploits
1814,Exploits
1815,Exploits
1816,Exploits
1817,Exploits
1818,Exploits
1819,Exploits
1820,Exploits
1821,Exploits
1822,Exploits
1823,Exploits
1824,Exploits
1825,Exploits
1826,Exploits
1827,Exploits
1828,Generic
1829,Exploits
1830,Exploits
1831,Exploits
1832,Exploits
1833,Exploits
1834,Exploits
1835,Exploits
1836,Exploits
1837,Exploits
1838,Fuzzers
1839,Exploits
1840,Exploits
1841,Exploits
1842,Exploits
1843,Exploits
1844,Exploits
1845,Exploits
1846,Exploits
1847,Exploits
1848,Exploits
1849,Exploits
1850,Exploits
1851,Exploits
1852,Exploits
1853,Exploits
1854,Exploits
1855,Exploits
1856,Exploits
1857,Exploits
1858,DoS
1859,Exploits
1860,Exploits
1861,Exploits
1862,Exploits
1863,Exploits
1864,Exploits
1865,Exploits
1866,Exploits
1867,Exploits
1868,Exploits
1869,Exploits
1870,Exploits
1871,Normal
1872,Exploits
1873,Exploits
1874,Exploits
1875,Exploits
